Significant	-Log(P-value)	Difference	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Symbol color	Symbol type	Symbol size	Show label	Only identified by site	Reverse	Potential contaminant	KRAS interactome	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	LFQ intensity 16	LFQ intensity 17	LFQ intensity 18	LFQ intensity 43	LFQ intensity 44	LFQ intensity 45
	1.41374925289237	-0.99572436014811	A0A087WTM1;Q9Y6N7-5;Q9Y6N7-4;Q9Y6N7-3;Q9Y6N7;Q9Y6N7-2;Q9Y6N7-6;A0A087WZ85;A0A0A0MSX4;H7C4Y7	A0A087WTM1	Roundabout homolog 1	ROBO1	38	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	34	34	32	26	26	24.4	175.85	0	271.91	11276000000	357	26.2361164093018	26.4169960021973	26.2342891693115	25.6881656646729	25.5519199371338	24.6601428985596
	0.812400521607348	-0.29429817199707	A0A087WTP3;Q92945;M0R0I5;M0QYH3;M0QXW7;M0R3J3;M0QYG1;M0R0C6;M0R251;M0R263	A0A087WTP3	Far upstream element-binding protein 2	KHSRP	39	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	25	25	22	43.2	43.2	39.9	73.027	0	323.31	40963000000	614	27.3264598846436	27.6538982391357	27.3386669158936	26.9715843200684	27.0673294067383	27.397216796875
	0.34015068796545	-0.211580912272137	F8W6X9;A0A087WTQ6;Q7Z5N4-3;Q7Z5N4;H7C255	F8W6X9	Protein sidekick-1	SDK1	40	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	12	12	12	8.5	8.5	8.5	240	0	34.105	990730000	59	22.648998260498	21.930305480957	22.4404792785645	21.8506412506104	22.3296718597412	22.2047271728516
	0.822472566224704	0.404684066772461	A0A087WU64;A6NMQ1;P09884	A0A087WU64	DNA polymerase;DNA polymerase alpha catalytic subunit	POLA1	52	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	8	8	8	7.9	7.9	7.9	165.77	0	12.458	991800000	41	22.0738182067871	21.6844882965088	21.9005069732666	21.8962993621826	22.4564094543457	22.5201568603516
	0.276150767495542	-0.701061884562172	F8W7C6;A0A087WV22;H7C123;H7C2C5;Q96L21;H7C2U2	F8W7C6		RPL10	70	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	19	2	2	65.6	7.4	7.4	18.565	0.0017713	2.2205	2720200000	38	23.5285034179688	23.7435531616211	23.7064075469971	23.8943023681641	20.9258232116699	24.0551528930664
	0.222821955678252	0.307554244995117	Q6ZSR9;A0A096LP25;A0A096LNZ0	Q6ZSR9	Uncharacterized protein FLJ45252	AAK1	162	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	5	5	5	23.1	23.1	23.1	37.976	0	68.067	898180000	65	20.5453834533691	20.8778495788574	21.3633518218994	21.4729347229004	21.9303779602051	20.3059349060059
	0.645506661212407	0.432723363240562	A0A0A0MQX1;Q9HD67;D6RGD1;E9PEW5;Q9HD67-3;E9PCN3	A0A0A0MQX1	Unconventional myosin-X	MYO10	170	Color2 [A=255, R=169, G=169, B=169]	1	4					effector-class 10	12	12	12	8.8	8.8	8.8	238.51	0	104.67	2069500000	90	22.810489654541	23.4834537506104	22.7901058197021	23.5980987548828	23.7164916992188	23.0676288604736
	1.28657299390573	-0.51079495747884	A0A0G2JLR5;A0A0G2JMW4;Q02833-3;Q02833-2;Q02833;H0YEI0;E9PM39;F8W7Q0;A0A0J9YYE4	A0A0G2JLR5	Ras association domain-containing protein 7	RASSF7	316	Color2 [A=255, R=169, G=169, B=169]	1	4					effector-class 8	7	7	7	26.4	26.4	26.4	36.317	0	18.198	2645900000	107	24.0068435668945	24.2598304748535	23.9168872833252	23.531005859375	23.2916526794434	23.8285179138184
	1.35180945478294	-0.91448974609375	A0A0G2JPP5;Q14160-3;A0A0G2JNZ2;Q14160;A0A0G2JMS7;Q14160-2;H0YCG0	A0A0G2JPP5	Protein scribble homolog	SCRIB	319	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	81	81	72	59.5	59.5	53.1	177.72	0	323.31	109000000000	1545	28.8160438537598	29.1300621032715	29.1064949035645	28.4552879333496	28.346887588501	27.5069561004639
+	2.27321370056738	-1.01950518290202	A8MQ02;H0Y8L4;H0Y948;H0Y8U8;H0Y9I0;H0YA98;REV__H3BRR8;REV__O60476;REV__Q8IY82-2;REV__Q8IY82;Q9ULE0-2;Q9ULE0	A8MQ02		MLLT4	438	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	110	1	0	59.4	0.7	0	201.8	0	52.127	5065300000	73	24.8403339385986	24.8457984924316	25.1222629547119	24.1840438842773	23.9361591339111	23.6296768188477
