Significant	-Log(P-value)	Difference	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Symbol color	Symbol type	Symbol size	Show label	Only identified by site	Reverse	Potential contaminant	KRAS interactome	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	LFQ intensity 13	LFQ intensity 14	LFQ intensity 15	LFQ intensity 31	LFQ intensity 32	LFQ intensity 33
	1.95539667461615	-1.00592549641927	A0A087WTM1;Q9Y6N7-5;Q9Y6N7-4;Q9Y6N7-3;Q9Y6N7;Q9Y6N7-2;Q9Y6N7-6;A0A087WZ85;A0A0A0MSX4;H7C4Y7	A0A087WTM1	Roundabout homolog 1	ROBO1	38	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	34	34	32	26	26	24.4	175.85	0	271.91	11276000000	357	25.9187526702881	26.0678424835205	25.8804035186768	25.3850860595703	24.7378921508789	24.7262439727783
	0.439733392001603	-0.183835983276367	A0A087WTP3;Q92945;M0R0I5;M0QYH3;M0QXW7;M0R3J3;M0QYG1;M0R0C6;M0R251;M0R263	A0A087WTP3	Far upstream element-binding protein 2	KHSRP	39	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	25	25	22	43.2	43.2	39.9	73.027	0	323.31	40963000000	614	27.79736328125	27.6009502410889	27.2950897216797	27.1727409362793	27.4889945983887	27.4801597595215
	0.377322146897816	-0.855712254842121	F8W7C6;A0A087WV22;H7C123;H7C2C5;Q96L21;H7C2U2	F8W7C6		RPL10	70	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	19	2	2	65.6	7.4	7.4	18.565	0.0017713	2.2205	2720200000	38	24.3704605102539	23.4195690155029	23.6516284942627	21.1427459716797	23.8607921600342	23.8709831237793
	0.829284763742922	0.755412419637047	Q6ZSR9;A0A096LP25;A0A096LNZ0	Q6ZSR9	Uncharacterized protein FLJ45252	AAK1	162	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	5	5	5	23.1	23.1	23.1	37.976	0	68.067	898180000	65	21.3960800170898	20.663890838623	21.9118137359619	22.3518619537354	21.6497001647949	22.2364597320557
	0.103101199292348	0.138831456502277	A0A0A0MQX1;Q9HD67;D6RGD1;E9PEW5;Q9HD67-3;E9PCN3	A0A0A0MQX1	Unconventional myosin-X	MYO10	170	Color2 [A=255, R=169, G=169, B=169]	1	4					effector-class 10	12	12	12	8.8	8.8	8.8	238.51	0	104.67	2069500000	90	22.9714088439941	22.3806800842285	21.9058418273926	23.2927761077881	22.3107738494873	22.0708751678467
	1.05252770609663	-0.34465217590332	A0A0G2JLR5;A0A0G2JMW4;Q02833-3;Q02833-2;Q02833;H0YEI0;E9PM39;F8W7Q0;A0A0J9YYE4	A0A0G2JLR5	Ras association domain-containing protein 7	RASSF7	316	Color2 [A=255, R=169, G=169, B=169]	1	4					effector-class 8	7	7	7	26.4	26.4	26.4	36.317	0	18.198	2645900000	107	23.3278656005859	23.5843982696533	23.7921333312988	23.2967014312744	23.3004760742188	23.073263168335
	1.63014904538531	-0.634366989135742	A0A0G2JPP5;Q14160-3;A0A0G2JNZ2;Q14160;A0A0G2JMS7;Q14160-2;H0YCG0	A0A0G2JPP5	Protein scribble homolog	SCRIB	319	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	81	81	72	59.5	59.5	53.1	177.72	0	323.31	109000000000	1545	29.0422077178955	28.9632835388184	28.7585620880127	28.5776958465576	28.2419090270996	28.0413475036621
	0.905294069493438	-0.230268478393555	A8MQ02;H0Y8L4;H0Y948;H0Y8U8;H0Y9I0;H0YA98;REV__H3BRR8;REV__O60476;REV__Q8IY82-2;REV__Q8IY82;Q9ULE0-2;Q9ULE0	A8MQ02		MLLT4	438	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	110	1	0	59.4	0.7	0	201.8	0	52.127	5065300000	73	24.5072441101074	24.8405742645264	24.714973449707	24.345365524292	24.4460697174072	24.5805511474609
	0.519276416288829	-0.284561793009438	C9J0J7;G5E9Q6;P35080-2;C9JQ45	C9J0J7	Profilin;Profilin-2	PFN2	566	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	5	5	3	48.4	48.4	30.8	9.8402	0	55.564	2814700000	64	23.9112281799316	24.0239448547363	23.4822235107422	23.241268157959	23.4788951873779	23.8435478210449
	0.216229143387264	-0.109444936116535	C9K0J5;Q70E73;Q70E73-9;Q70E73-6;C9J164;Q70E73-5;Q70E73-2;Q70E73-8;Q70E73-7;Q70E73-4;Q70E73-3;Q7Z5R6	C9K0J5	Ras-associated and pleckstrin homology domains-containing protein 1	RAPH1	629	Color2 [A=255, R=169, G=169, B=169]	1	4					effector-class 9	15	15	15	16.7	16.7	16.7	141.18	0	126.82	4537200000	159	23.5689468383789	23.8124504089355	24.0211505889893	23.9550895690918	23.446195602417	23.6729278564453
	0.378726541746587	-0.242170969645183	D3DQV9;P78344;H0Y3P2;P78344-2;H0YCH5;H0YEC5;H0YD77;H0YD99;H0YEN8;H0YDC0;H0YCF8;H0YEI7	D3DQV9	Eukaryotic translation initiation factor 4 gamma 2	EIF4G2	699	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	16	16	12	22.9	22.9	17.5	102.33	0	122.56	2578300000	82	22.9451560974121	22.6710071563721	23.5667419433594	22.7551345825195	22.9015941619873	22.7996635437012
	0.2456920554613	-0.151491800944008	E9PCH4;Q8TEU7;Q8TEU7-4;Q8TEU7-5;Q8TEU7-3;D6RE77;B7Z7Y1;Q8TEU7-2;Q8TEU7-6	E9PCH4	Rap guanine nucleotide exchange factor 6	RAPGEF6	806	Color2 [A=255, R=169, G=169, B=169]	1	4					effector-class 9	15	15	14	13.7	13.7	13.7	185.19	0	88.061	2697800000	129	23.6573104858398	23.3132667541504	23.804988861084	23.8031158447266	23.1328887939453	23.3850860595703
	0.701939744865391	-0.129514058430988	Q05682-5;E9PGZ1	Q05682-5		CALD1	830	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	25	25	0	49.4	49.4	0	61.212	0	323.31	14633000000	312	26.0475788116455	26.0622520446777	26.2108364105225	25.9949645996094	26.0819664001465	25.8551940917969
	0.965937658231534	-0.353955586751304	E9PHY5;O43491-4;E9PK52;O43491-3;E9PII3;O43491-2;E9PRG1;E9PIG0;E9PQD2;E9PJP4;E9PQN0	E9PHY5	Band 4.1-like protein 2	EPB41L2	839	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	63	2	0	67.3	1.4	0	104.36	0	104.61	9218100000	89	25.5203437805176	25.2415809631348	25.454252243042	25.2050094604492	25.19704246521	24.7522583007813
+	2.56107018334299	-0.84810002644857	E9PKC0;Q6IQ23;E9PL74	E9PKC0	Pleckstrin homology domain-containing family A member 7	PLEKHA7	853	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	28	28	0	29.8	29.8	0	144.42	0	148.5	9753400000	347	25.7106189727783	25.7737426757813	25.7861137390137	25.0854549407959	24.663402557373	24.9773178100586
	0.707761997220816	0.408882141113281	F1T0I1	F1T0I1		SEC16A	891	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	56	56	0	36.8	36.8	0	249.48	0	323.31	37245000000	890	27.3505172729492	26.813232421875	26.8144569396973	27.5877075195313	27.0141429901123	27.6030025482178
+	3.51099226229809	-2.93614260355632	H0YAH0;A0A087X2C4;A0A087X0C9	H0YAH0		PCDH7	1071	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	12	4	4	17.6	7.9	7.9	102.42	0	63.235	1050700000	26	22.8311500549316	22.8423404693604	22.9961414337158	20.1666965484619	19.4633102416992	20.2311973571777
+	3.11590881251458	1.32271639506022	H7C155;P04049;P04049-2;H7C4S5	H7C155	RAF proto-oncogene serine/threonine-protein kinase	RAF1	1167	Color2 [A=255, R=169, G=169, B=169]	1	4					effector-class 1	14	14	10	37.2	37.2	29	59.741	0	133.15	6291900000	152	23.9330997467041	23.5622062683105	23.6979522705078	25.1733322143555	25.1192569732666	24.8688182830811
	1.11372079341366	-0.422375996907551	H7C3M7	H7C3M7		FARP2	1178	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	6	2	2	17.6	5	5	51.593	0	22.68	2240700000	42	23.7003879547119	23.5039730072021	23.5367069244385	23.4683666229248	22.892822265625	23.1127510070801
	2.05044438253693	-0.682579040527344	J3KN01;P55196;P55196-5;Q5TIG5;P55196-6	J3KN01	Afadin	MLLT4	1207	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	114	114	0	60	60	0	207.62	0	323.31	237000000000	2561	30.3043251037598	30.3573093414307	29.9250736236572	29.5909042358398	29.513427734375	29.4346389770508
	1.66830026590296	1.89413134256999	J3KNL6;O15027;O15027-2;O15027-4;O15027-3;X6RGP5;A0A0C4DH09	J3KNL6	Protein transport protein Sec16A	SEC16A	1214	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	55	2	1	36.4	2.9	1.7	251.89	0	40.939	1377300000	39	21.9192161560059	20.380651473999	20.7623519897461	23.1688575744629	22.4554061889648	23.1203498840332
	0.0984879607661522	0.106826146443687	J3QRG6;P42771;P42771-4;K7ES20;K7ENC6;P42771-2;P42772;G3XAG3;P42771-3	J3QRG6	Cyclin-dependent kinase inhibitor 2A	CDKN2A	1252	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	6	6	6	57.2	57.2	57.2	14.968	0	46.336	4084100000	112	23.1899375915527	23.9938621520996	24.1082897186279	23.836727142334	23.4383487701416	24.3374919891357
